order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,state,city,category,sub_category,product_name,quantity,discount,sales,profit,order_year,order_month,order_month_name,delivery_days,profit_margin_pct
ORD-2023-109304,2023-05-23,2023-05-30,Standard Class,CU-10085,Daniel Baker,Consumer,North,Illinois,Aurora,Office Supplies,Fasteners,Copy Paper Ream,10,0.1,1207.4,276.67,2023,5,May,7,22.91
ORD-2025-100309,2025-02-19,2025-02-24,Second Class,CU-10029,Anthony Rodriguez,Corporate,North,Minnesota,St. Paul,Technology,Copiers,External Hard Drive,3,0.15,6419.01,828.66,2025,2,Feb,5,12.91
ORD-2025-105571,2025-04-17,2025-04-22,Second Class,CU-10124,Helen Jones,Consumer,North,Illinois,Chicago,Office Supplies,Labels,Address Labels,14,0.0,545.16,98.47,2025,4,Apr,5,18.06
ORD-2023-100125,2023-04-29,2023-05-05,Standard Class,CU-10016,Holly Wood,Consumer,South,Georgia,Atlanta,Office Supplies,Labels,Stapler,13,0.0,624.26,227.85,2023,4,Apr,6,36.5
ORD-2024-107652,2024-06-24,2024-06-26,Same Day,CU-10310,Dr. Paul Morgan,Home Office,North,Illinois,Aurora,Furniture,Furnishings,Executive Office Chair,3,0.2,2348.1,97.26,2024,6,Jun,2,4.14
ORD-2022-106445,2022-10-07,2022-10-13,Standard Class,CU-10086,Shirley Suarez,Home Office,South,Georgia,Atlanta,Technology,Phones,Wireless Mouse,6,0.0,3730.32,503.8,2022,10,Oct,6,13.51
ORD-2025-107175,2025-10-20,2025-10-27,Standard Class,CU-10395,Dana Chapman,Consumer,North,Ohio,Columbus,Office Supplies,Storage,Desk Organizer,9,0.2,1313.46,22.57,2025,10,Oct,7,1.72
ORD-2023-102725,2023-06-03,2023-06-06,First Class,CU-10066,Tracy House,Consumer,West,Arizona,Tucson,Furniture,Furnishings,Executive Office Chair,10,0.15,7587.8,1515.83,2023,6,Jun,3,19.98
ORD-2022-100966,2022-10-20,2022-10-26,Standard Class,CU-10191,Karen Graham,Consumer,East,Massachusetts,Worcester,Technology,Phones,Smartphone,4,0.2,2551.68,-171.46,2022,10,Oct,6,-6.72
ORD-2025-108644,2025-06-06,2025-06-12,Standard Class,CU-10379,Megan Nelson,Corporate,South,Tennessee,Nashville,Technology,Copiers,Bluetooth Speaker,14,0.1,1855.7,419.43,2025,6,Jun,6,22.6
ORD-2023-103196,2023-11-22,2023-11-26,Second Class,CU-10116,William Herrera,Consumer,West,Nevada,Las Vegas,Office Supplies,Paper,Storage Box,11,0.1,114.95,32.2,2023,11,Nov,4,28.01
ORD-2023-105212,2023-12-27,2024-01-03,Standard Class,CU-10004,Cristian Santos,Corporate,East,New Jersey,Paterson,Office Supplies,Fasteners,Address Labels,4,0.2,545.68,-54.25,2023,12,Dec,7,-9.94
ORD-2023-105032,2023-05-30,2023-05-31,Same Day,CU-10205,David Martinez,Consumer,North,Minnesota,Rochester,Technology,Accessories,Office Copier,11,0.1,643.17,35.59,2023,5,May,1,5.53
ORD-2022-104065,2022-01-27,2022-02-03,Standard Class,CU-10099,Stephen Mckee,Home Office,West,Washington,Tacoma,Technology,Copiers,Laptop Stand,11,0.1,4358.42,301.44,2022,1,Jan,7,6.92
ORD-2024-101897,2024-01-04,2024-01-06,Same Day,CU-10180,Alexander Collins,Corporate,North,Illinois,Chicago,Office Supplies,Binders,Stapler,13,0.1,1092.39,222.08,2024,1,Jan,2,20.33
ORD-2024-106530,2024-10-16,2024-10-18,First Class,CU-10184,Lindsay Martinez,Consumer,West,Nevada,Las Vegas,Furniture,Bookcases,Glass Coffee Table,4,0.15,3298.16,425.61,2024,10,Oct,2,12.9
ORD-2023-109100,2023-02-23,2023-03-01,Second Class,CU-10127,Jason Powell,Home Office,East,New Jersey,Paterson,Furniture,Furnishings,Ergonomic Desk Chair,12,0.15,2026.68,-43.74,2023,2,Feb,6,-2.16
ORD-2025-104895,2025-07-16,2025-07-24,Standard Class,CU-10371,Debra White,Corporate,South,Georgia,Savannah,Technology,Machines,Bluetooth Speaker,14,0.0,34587.0,8601.71,2025,7,Jul,8,24.87
ORD-2024-104619,2024-12-22,2024-12-28,Standard Class,CU-10323,Brandy Chavez,Home Office,North,Ohio,Cincinnati,Technology,Copiers,Smartphone,3,0.0,1832.16,410.69,2024,12,Dec,6,22.42
ORD-2022-109657,2022-09-19,2022-09-24,Second Class,CU-10255,Kristen Davis,Home Office,North,Michigan,Ann Arbor,Office Supplies,Labels,Storage Box,2,0.15,160.26,7.36,2022,9,Sep,5,4.59
ORD-2022-106503,2022-12-05,2022-12-13,Standard Class,CU-10283,Shelia Wallace,Consumer,North,Michigan,Detroit,Furniture,Bookcases,Storage Cabinet,14,0.1,1080.94,284.74,2022,12,Dec,8,26.34
ORD-2023-109768,2023-11-12,2023-11-19,Standard Class,CU-10070,Jordan Henderson,Consumer,West,Oregon,Salem,Office Supplies,Fasteners,Stapler,14,0.0,857.22,170.5,2023,11,Nov,7,19.89
ORD-2023-108343,2023-04-04,2023-04-10,Standard Class,CU-10188,Madison Poole,Consumer,South,Tennessee,Nashville,Furniture,Bookcases,Ergonomic Desk Chair,2,0.2,787.12,-60.38,2023,4,Apr,6,-7.67
ORD-2023-107518,2023-04-08,2023-04-14,Standard Class,CU-10245,Donna Landry,Corporate,West,Oregon,Eugene,Furniture,Tables,Executive Office Chair,4,0.0,3269.16,718.03,2023,4,Apr,6,21.96
ORD-2022-105478,2022-02-25,2022-03-03,Standard Class,CU-10206,Bryan Herrera,Consumer,East,Virginia,Arlington,Office Supplies,Paper,Address Labels,13,0.2,810.42,-70.67,2022,2,Feb,6,-8.72
ORD-2022-100500,2022-06-04,2022-06-08,First Class,CU-10239,Yvonne Chambers,Corporate,West,Oregon,Eugene,Furniture,Furnishings,Wooden Dining Table,10,0.0,6814.5,2395.11,2022,6,Jun,4,35.15
ORD-2025-102702,2025-09-06,2025-09-12,Standard Class,CU-10392,Brian Smith,Consumer,North,Michigan,Ann Arbor,Office Supplies,Fasteners,Storage Box,13,0.0,447.46,90.44,2025,9,Sep,6,20.21
ORD-2023-102946,2023-10-25,2023-10-29,Second Class,CU-10143,Christopher Rubio,Home Office,South,Georgia,Augusta,Technology,Phones,Smartphone,11,0.2,8343.5,-482.57,2023,10,Oct,4,-5.78
ORD-2022-105178,2022-05-05,2022-05-13,Standard Class,CU-10044,Angelica Tucker,Consumer,West,Arizona,Mesa,Office Supplies,Storage,Storage Box,4,0.0,271.4,34.71,2022,5,May,8,12.79
ORD-2022-105393,2022-01-25,2022-01-30,Second Class,CU-10131,Dustin Jordan,Consumer,West,Nevada,Henderson,Technology,Copiers,Office Copier,3,0.0,4185.9,943.32,2022,1,Jan,5,22.54
ORD-2024-101210,2024-07-31,2024-08-04,Second Class,CU-10399,Hannah Luna,Consumer,West,Washington,Seattle,Furniture,Chairs,Executive Office Chair,14,0.3,5361.02,-1353.17,2024,7,Jul,4,-25.24
ORD-2024-103279,2024-10-23,2024-10-29,Standard Class,CU-10128,Cameron Fisher,Home Office,South,Florida,Orlando,Office Supplies,Paper,Ring Binder,6,0.5,627.78,-282.75,2024,10,Oct,6,-45.04
ORD-2024-105496,2024-12-27,2025-01-02,Second Class,CU-10311,Victor Taylor,Consumer,North,Ohio,Cincinnati,Office Supplies,Labels,Sketch Pad,3,0.15,170.04,22.6,2024,12,Dec,6,13.29
ORD-2022-108355,2022-10-02,2022-10-08,Second Class,CU-10033,Nathan Maldonado,Home Office,East,New Jersey,Newark,Office Supplies,Storage,Stapler,1,0.0,140.82,45.61,2022,10,Oct,6,32.39
ORD-2023-108160,2023-02-26,2023-03-02,Second Class,CU-10154,Brenda Hall,Consumer,East,Virginia,Richmond,Furniture,Furnishings,Wooden Dining Table,9,0.0,5925.42,1781.79,2023,2,Feb,4,30.07
ORD-2023-105124,2023-12-31,2024-01-06,Second Class,CU-10158,Melissa Gates,Consumer,South,Texas,Houston,Office Supplies,Storage,Desk Organizer,5,0.15,262.95,-3.11,2023,12,Dec,6,-1.18
ORD-2023-108929,2023-05-05,2023-05-12,Standard Class,CU-10089,Aimee Montoya,Consumer,South,Tennessee,Nashville,Office Supplies,Art,Ring Binder,13,0.0,524.94,121.54,2023,5,May,7,23.15
ORD-2023-109760,2023-08-19,2023-08-25,Standard Class,CU-10133,Daniel Kennedy,Home Office,East,Massachusetts,Springfield,Office Supplies,Binders,Storage Box,6,0.5,467.46,-190.95,2023,8,Aug,6,-40.85
ORD-2022-106533,2022-01-31,2022-02-06,Standard Class,CU-10089,Aimee Montoya,Consumer,South,North Carolina,Durham,Furniture,Chairs,Wooden Dining Table,2,0.3,1466.2,-179.96,2022,1,Jan,6,-12.27
ORD-2024-103261,2024-05-22,2024-05-29,Standard Class,CU-10047,Shane Henderson,Consumer,West,Washington,Tacoma,Office Supplies,Art,Sketch Pad,7,0.15,777.77,-12.24,2024,5,May,7,-1.57
ORD-2025-102992,2025-07-01,2025-07-07,Second Class,CU-10090,Matthew Mcmillan,Consumer,North,Ohio,Cleveland,Office Supplies,Fasteners,Address Labels,2,0.1,188.86,24.26,2025,7,Jul,6,12.85
ORD-2023-103863,2023-04-10,2023-04-18,Standard Class,CU-10270,Jasmin Alvarado,Corporate,North,Minnesota,Rochester,Office Supplies,Labels,Stapler,10,0.0,1268.1,343.1,2023,4,Apr,8,27.06
ORD-2023-108890,2023-12-10,2023-12-15,Second Class,CU-10177,Michael Wang,Consumer,East,Virginia,Norfolk,Office Supplies,Storage,Desk Organizer,2,0.2,165.2,-0.04,2023,12,Dec,5,-0.02
ORD-2025-103473,2025-05-28,2025-06-03,Standard Class,CU-10277,Marie Christian,Corporate,North,Michigan,Detroit,Technology,Phones,External Hard Drive,3,0.0,676.95,275.88,2025,5,May,6,40.75
ORD-2024-100563,2024-01-27,2024-01-29,First Class,CU-10101,Cameron Parker,Corporate,South,Texas,Houston,Office Supplies,Storage,Ring Binder,9,0.1,222.21,53.5,2024,1,Jan,2,24.08
ORD-2025-109612,2025-01-20,2025-01-26,Second Class,CU-10178,Lawrence Adkins,Consumer,South,Florida,Tampa,Office Supplies,Fasteners,Desk Organizer,13,0.0,1419.99,382.85,2025,1,Jan,6,26.96
ORD-2022-107449,2022-07-16,2022-07-21,Second Class,CU-10255,Kristen Davis,Home Office,South,Florida,Orlando,Furniture,Furnishings,Glass Coffee Table,1,0.1,214.96,-5.84,2022,7,Jul,5,-2.72
ORD-2024-108268,2024-05-13,2024-05-18,Second Class,CU-10074,Amy Silva,Corporate,South,Tennessee,Knoxville,Office Supplies,Fasteners,Storage Box,6,0.1,311.04,72.63,2024,5,May,5,23.35
ORD-2024-107683,2024-03-15,2024-03-22,Standard Class,CU-10165,John Anderson,Consumer,South,North Carolina,Durham,Furniture,Chairs,Wooden Dining Table,1,0.0,683.48,84.09,2024,3,Mar,7,12.3
ORD-2023-101538,2023-04-30,2023-05-07,Standard Class,CU-10333,Linda Smith,Consumer,North,Illinois,Chicago,Furniture,Chairs,Storage Cabinet,6,0.2,3973.02,-152.23,2023,4,Apr,7,-3.83
ORD-2024-101650,2024-02-26,2024-03-01,First Class,CU-10078,Steve Sanchez,Consumer,South,Tennessee,Knoxville,Office Supplies,Art,Stapler,12,0.0,132.72,40.3,2024,2,Feb,4,30.36
ORD-2022-109137,2022-01-14,2022-01-21,Standard Class,CU-10285,Elaine Brooks,Home Office,East,Virginia,Arlington,Technology,Accessories,Wireless Mouse,7,0.2,14620.13,-688.03,2022,1,Jan,7,-4.71
ORD-2024-101421,2024-12-10,2024-12-14,First Class,CU-10287,Carolyn Miller,Consumer,South,Texas,Austin,Office Supplies,Binders,Sketch Pad,2,0.1,232.74,3.92,2024,12,Dec,4,1.68
ORD-2024-100960,2024-03-09,2024-03-11,First Class,CU-10336,Daniel Kane,Consumer,North,Michigan,Detroit,Furniture,Tables,Wooden Dining Table,10,0.1,578.8,6.08,2024,3,Mar,2,1.05
ORD-2025-105912,2025-09-06,2025-09-12,Standard Class,CU-10141,David Douglas Jr.,Consumer,South,Florida,Tampa,Office Supplies,Paper,Storage Box,6,0.1,60.84,23.39,2025,9,Sep,6,38.45
ORD-2024-101685,2024-08-14,2024-08-20,Second Class,CU-10238,Sara Johnston,Corporate,North,Wisconsin,Madison,Furniture,Bookcases,Storage Cabinet,9,0.1,6459.93,818.85,2024,8,Aug,6,12.68
ORD-2022-108245,2022-12-10,2022-12-12,Same Day,CU-10107,Sierra Johnson,Consumer,East,New York,Buffalo,Furniture,Furnishings,Ergonomic Desk Chair,4,0.0,2657.84,316.73,2022,12,Dec,2,11.92
ORD-2023-106854,2023-05-19,2023-05-27,Standard Class,CU-10215,Anthony Everett,Home Office,West,Washington,Seattle,Office Supplies,Labels,Ring Binder,9,0.0,522.72,54.9,2023,5,May,8,10.5
ORD-2023-104567,2023-04-27,2023-05-01,First Class,CU-10199,Nathan Freeman,Corporate,South,Florida,Tampa,Office Supplies,Storage,Stapler,1,0.15,44.01,-9.51,2023,4,Apr,4,-21.61
ORD-2025-102699,2025-07-06,2025-07-10,Second Class,CU-10373,Sergio Knight,Corporate,North,Wisconsin,Madison,Office Supplies,Labels,Copy Paper Ream,10,0.5,176.9,-71.31,2025,7,Jul,4,-40.31
ORD-2023-109124,2023-04-15,2023-04-15,Same Day,CU-10230,Jessica Stephens,Consumer,North,Minnesota,St. Paul,Technology,Copiers,Laptop Stand,7,0.1,11747.12,3018.49,2023,4,Apr,0,25.7
ORD-2023-101410,2023-05-14,2023-05-18,First Class,CU-10252,Tanya Kim,Consumer,North,Ohio,Columbus,Office Supplies,Binders,Ring Binder,1,0.1,62.32,1.11,2023,5,May,4,1.78
ORD-2024-109705,2024-12-18,2024-12-24,Standard Class,CU-10378,Anthony Moore,Consumer,West,Oregon,Portland,Technology,Copiers,Smartphone,11,0.2,2552.44,-385.66,2024,12,Dec,6,-15.11
ORD-2022-101521,2022-04-06,2022-04-12,Standard Class,CU-10057,Richard Aguirre,Corporate,North,Ohio,Cincinnati,Technology,Phones,Laptop Stand,9,0.4,15546.96,-2596.98,2022,4,Apr,6,-16.7
ORD-2025-103645,2025-08-09,2025-08-17,Standard Class,CU-10250,Isaiah Avila,Consumer,South,Georgia,Augusta,Furniture,Bookcases,Glass Coffee Table,3,0.0,2191.32,351.4,2025,8,Aug,8,16.04
ORD-2025-104423,2025-11-17,2025-11-23,Second Class,CU-10332,Jordan Bates,Corporate,East,Massachusetts,Boston,Office Supplies,Art,Stapler,8,0.3,630.96,-61.7,2025,11,Nov,6,-9.78
ORD-2022-108629,2022-06-13,2022-06-15,First Class,CU-10021,Patty Perez,Corporate,North,Minnesota,Minneapolis,Office Supplies,Labels,Ring Binder,7,0.1,725.55,140.22,2022,6,Jun,2,19.33
ORD-2022-103577,2022-01-30,2022-02-01,First Class,CU-10066,Tracy House,Consumer,East,Pennsylvania,Philadelphia,Furniture,Bookcases,Glass Coffee Table,8,0.1,6354.32,227.15,2022,1,Jan,2,3.57
ORD-2022-109719,2022-02-19,2022-02-26,Standard Class,CU-10141,David Douglas Jr.,Consumer,East,New Jersey,Jersey City,Furniture,Tables,Glass Coffee Table,4,0.1,3333.64,885.59,2022,2,Feb,7,26.57
ORD-2023-101843,2023-07-05,2023-07-11,Second Class,CU-10135,Jose Schultz,Consumer,East,New York,New York City,Office Supplies,Art,Address Labels,4,0.1,535.52,68.58,2023,7,Jul,6,12.81
ORD-2023-107306,2023-07-16,2023-07-23,Standard Class,CU-10108,Evelyn Galvan,Consumer,West,Nevada,Las Vegas,Furniture,Tables,Executive Office Chair,5,0.15,301.45,-5.38,2023,7,Jul,7,-1.78
ORD-2023-107079,2023-04-01,2023-04-03,Same Day,CU-10397,Gary Jackson,Corporate,West,Washington,Tacoma,Furniture,Furnishings,Modern Bookcase,1,0.1,561.74,7.61,2023,4,Apr,2,1.35
ORD-2025-100601,2025-07-26,2025-08-01,Standard Class,CU-10382,Douglas Gregory,Consumer,West,Arizona,Tucson,Technology,Machines,Smartphone,1,0.0,1579.21,218.08,2025,7,Jul,6,13.81
ORD-2023-106577,2023-03-08,2023-03-14,Standard Class,CU-10307,Carlos Ryan,Home Office,South,North Carolina,Raleigh,Furniture,Furnishings,Executive Office Chair,3,0.1,750.81,128.79,2023,3,Mar,6,17.15
ORD-2024-107282,2024-05-02,2024-05-08,Standard Class,CU-10225,Benjamin Smith,Corporate,South,North Carolina,Durham,Technology,Machines,Desktop Printer,4,0.15,2952.96,108.77,2024,5,May,6,3.68
ORD-2022-107298,2022-08-17,2022-08-19,First Class,CU-10005,Connie Lawrence,Corporate,West,California,San Francisco,Office Supplies,Storage,Ring Binder,6,0.0,230.82,49.67,2022,8,Aug,2,21.52
ORD-2024-108389,2024-08-09,2024-08-15,Standard Class,CU-10357,Jeffery Ortega,Consumer,East,Massachusetts,Springfield,Furniture,Furnishings,Wooden Dining Table,1,0.1,379.92,100.57,2024,8,Aug,6,26.47
ORD-2022-105921,2022-10-21,2022-10-27,Standard Class,CU-10341,Cynthia Morris,Consumer,North,Michigan,Detroit,Office Supplies,Binders,Copy Paper Ream,8,0.0,134.8,36.4,2022,10,Oct,6,27.0
ORD-2023-103359,2023-06-04,2023-06-06,First Class,CU-10216,Rodney Morales,Corporate,West,California,Los Angeles,Office Supplies,Art,Ring Binder,6,0.2,240.54,-0.23,2023,6,Jun,2,-0.1
ORD-2022-100826,2022-04-27,2022-05-01,First Class,CU-10071,Whitney Peters,Home Office,South,Georgia,Augusta,Office Supplies,Labels,Stapler,10,0.0,1158.1,448.47,2022,4,Apr,4,38.72
ORD-2025-102548,2025-11-28,2025-12-01,First Class,CU-10082,Michael Evans,Corporate,North,Michigan,Grand Rapids,Furniture,Furnishings,Wooden Dining Table,3,0.3,1399.5,-118.1,2025,11,Nov,3,-8.44
ORD-2025-106737,2025-06-10,2025-06-12,Standard Class,CU-10024,Matthew Foster,Home Office,North,Ohio,Cincinnati,Office Supplies,Storage,Address Labels,7,0.2,723.59,-84.31,2025,6,Jun,2,-11.65
ORD-2025-109326,2025-02-27,2025-03-02,First Class,CU-10338,Scott Thomas,Consumer,East,Virginia,Norfolk,Office Supplies,Labels,Storage Box,5,0.0,373.6,135.56,2025,2,Feb,3,36.28
ORD-2023-104127,2023-02-22,2023-03-02,Standard Class,CU-10332,Jordan Bates,Corporate,South,Texas,Austin,Office Supplies,Storage,Stapler,4,0.1,284.88,19.81,2023,2,Feb,8,6.95
ORD-2022-102367,2022-10-23,2022-10-27,Second Class,CU-10379,Megan Nelson,Corporate,South,North Carolina,Raleigh,Office Supplies,Labels,Address Labels,11,0.15,1029.16,68.33,2022,10,Oct,4,6.64
ORD-2024-103291,2024-05-28,2024-06-04,Standard Class,CU-10180,Alexander Collins,Corporate,East,Massachusetts,Springfield,Furniture,Chairs,Storage Cabinet,3,0.1,1333.47,160.07,2024,5,May,7,12.0
ORD-2023-102722,2023-06-03,2023-06-10,Standard Class,CU-10217,Mark Brown,Corporate,South,Georgia,Augusta,Office Supplies,Storage,Sketch Pad,5,0.0,607.0,64.33,2023,6,Jun,7,10.6
ORD-2025-108869,2025-03-15,2025-03-21,Second Class,CU-10262,Timothy Romero,Consumer,South,Georgia,Savannah,Furniture,Furnishings,Storage Cabinet,14,0.15,6227.34,126.43,2025,3,Mar,6,2.03
ORD-2023-101981,2023-08-19,2023-08-26,Standard Class,CU-10350,Ana Hill,Home Office,East,Massachusetts,Worcester,Office Supplies,Labels,Copy Paper Ream,10,0.3,123.6,-0.49,2023,8,Aug,7,-0.4
ORD-2025-109779,2025-12-08,2025-12-13,Second Class,CU-10253,Barbara Dudley,Consumer,North,Illinois,Aurora,Technology,Phones,Office Copier,6,0.5,9095.28,-3105.88,2025,12,Dec,5,-34.15
ORD-2023-107555,2023-07-10,2023-07-17,Standard Class,CU-10206,Bryan Herrera,Consumer,West,Washington,Seattle,Furniture,Tables,Executive Office Chair,14,0.4,3980.62,-1669.71,2023,7,Jul,7,-41.95
ORD-2023-103469,2023-11-04,2023-11-11,Standard Class,CU-10341,Cynthia Morris,Consumer,North,Wisconsin,Milwaukee,Office Supplies,Paper,Storage Box,13,0.1,1949.09,151.53,2023,11,Nov,7,7.77
ORD-2025-107515,2025-04-29,2025-04-30,Same Day,CU-10078,Steve Sanchez,Consumer,South,Georgia,Augusta,Technology,Accessories,Office Copier,2,0.1,427.12,-8.6,2025,4,Apr,1,-2.01
ORD-2022-101006,2022-12-30,2023-01-06,Standard Class,CU-10348,James Parks,Corporate,East,Virginia,Richmond,Technology,Phones,Office Copier,5,0.0,11692.8,3567.95,2022,12,Dec,7,30.51
ORD-2024-108352,2024-04-30,2024-05-08,Standard Class,CU-10150,David Wright,Home Office,South,Tennessee,Nashville,Office Supplies,Fasteners,Stapler,5,0.15,152.7,0.45,2024,4,Apr,8,0.29
ORD-2023-103881,2023-10-14,2023-10-21,Standard Class,CU-10353,Michael Farrell,Consumer,East,Massachusetts,Worcester,Office Supplies,Art,Ring Binder,13,0.2,1486.03,200.79,2023,10,Oct,7,13.51
ORD-2023-104735,2023-04-05,2023-04-09,First Class,CU-10198,Adam Vaughan,Home Office,West,California,San Diego,Furniture,Bookcases,Storage Cabinet,9,0.15,1119.51,42.13,2023,4,Apr,4,3.76
ORD-2022-102191,2022-01-14,2022-01-21,Standard Class,CU-10197,Spencer Haynes,Consumer,South,Georgia,Atlanta,Office Supplies,Binders,Sketch Pad,9,0.4,1163.07,-292.23,2022,1,Jan,7,-25.13
ORD-2023-104032,2023-05-26,2023-06-02,Standard Class,CU-10040,Paula Moreno,Corporate,West,Nevada,Henderson,Technology,Accessories,External Hard Drive,11,0.0,10003.07,2797.51,2023,5,May,7,27.97
ORD-2024-105960,2024-12-26,2024-12-30,Second Class,CU-10272,Jonathan Lawrence,Corporate,South,Georgia,Augusta,Office Supplies,Binders,Stapler,11,0.5,1542.97,-833.23,2024,12,Dec,4,-54.0
ORD-2023-104283,2023-07-03,2023-07-07,First Class,CU-10294,Ryan Gonzalez,Corporate,West,California,San Francisco,Technology,Phones,Smartphone,3,0.0,632.22,172.97,2023,7,Jul,4,27.36
ORD-2023-100948,2023-06-18,2023-06-23,Second Class,CU-10218,Justin Torres,Consumer,East,Pennsylvania,Philadelphia,Technology,Machines,Office Copier,6,0.1,13585.08,3188.12,2023,6,Jun,5,23.47
ORD-2025-105290,2025-11-09,2025-11-17,Standard Class,CU-10079,Lisa Barnes,Consumer,East,Pennsylvania,Philadelphia,Technology,Machines,External Hard Drive,6,0.15,12635.04,741.31,2025,11,Nov,8,5.87
ORD-2022-102321,2022-08-12,2022-08-16,Second Class,CU-10035,Jeffrey Chavez,Corporate,North,Ohio,Cleveland,Office Supplies,Labels,Copy Paper Ream,10,0.4,783.3,-168.47,2022,8,Aug,4,-21.51
ORD-2024-101504,2024-01-09,2024-01-11,First Class,CU-10334,Dana Martinez,Home Office,West,California,San Francisco,Furniture,Bookcases,Storage Cabinet,13,0.3,3530.41,-604.96,2024,1,Jan,2,-17.14
ORD-2022-100628,2022-12-22,2022-12-30,Standard Class,CU-10065,Amber Kidd,Corporate,North,Illinois,Aurora,Furniture,Tables,Executive Office Chair,11,0.15,8171.02,115.26,2022,12,Dec,8,1.41
ORD-2024-103716,2024-03-06,2024-03-12,Standard Class,CU-10220,Courtney Mills,Home Office,East,New Jersey,Paterson,Technology,Phones,Wireless Mouse,14,0.15,34040.58,3894.97,2024,3,Mar,6,11.44
ORD-2025-101686,2025-01-13,2025-01-20,Standard Class,CU-10384,Aimee Turner,Consumer,South,North Carolina,Charlotte,Office Supplies,Paper,Ring Binder,12,0.1,926.04,9.57,2025,1,Jan,7,1.03
ORD-2024-105350,2024-12-08,2024-12-13,Second Class,CU-10048,Joshua Blair,Corporate,West,Washington,Tacoma,Office Supplies,Fasteners,Address Labels,2,0.1,213.04,42.04,2024,12,Dec,5,19.73
ORD-2025-103312,2025-07-07,2025-07-15,Standard Class,CU-10191,Karen Graham,Consumer,South,Texas,Houston,Office Supplies,Paper,Desk Organizer,7,0.0,441.42,105.67,2025,7,Jul,8,23.94
ORD-2025-104626,2025-11-26,2025-12-03,Standard Class,CU-10139,Angel Perry,Consumer,South,Florida,Orlando,Office Supplies,Art,Stapler,1,0.0,113.49,11.63,2025,11,Nov,7,10.25
ORD-2025-101009,2025-09-12,2025-09-18,Second Class,CU-10357,Jeffery Ortega,Consumer,East,Virginia,Richmond,Office Supplies,Storage,Address Labels,10,0.1,871.1,78.27,2025,9,Sep,6,8.99
ORD-2025-101072,2025-10-07,2025-10-14,Standard Class,CU-10258,Denise Davenport,Consumer,West,Washington,Seattle,Furniture,Chairs,Storage Cabinet,14,0.2,3146.5,184.98,2025,10,Oct,7,5.88
ORD-2022-104547,2022-03-16,2022-03-18,First Class,CU-10194,John Bishop,Consumer,West,Arizona,Mesa,Office Supplies,Fasteners,Stapler,10,0.2,870.9,39.83,2022,3,Mar,2,4.57
ORD-2025-108826,2025-09-19,2025-09-27,Standard Class,CU-10351,Kimberly Nguyen,Consumer,East,Virginia,Arlington,Office Supplies,Binders,Ring Binder,6,0.0,458.1,132.19,2025,9,Sep,8,28.86
ORD-2025-105121,2025-06-21,2025-06-29,Standard Class,CU-10274,Joyce Bowen,Consumer,South,Georgia,Savannah,Furniture,Tables,Glass Coffee Table,8,0.4,736.96,-252.93,2025,6,Jun,8,-34.32
